"gene_name","Col0_0h_rep1","Col0_0h_rep2","Col0_0h_rep3","Col0_24h_rep1","Col0_24h_rep2","Col0_24h_rep3"
"AT1G56980","0","0","0","0","0","0"
"AT1G56990","0","0","0","0","0","0"
"AT1G57000","0","0","0","0","0","0"
"AT1G57010","0","0","0","0","0","0"
"AT1G57020","0","0","0","0","0","0"
"AT1G57030","0","0","0","0","0","0"
"AT1G57040","0","0","0","0","0","0"
"AT1G57050","0","0","0","0","0","0"
"AT1G57060","0","0","0","0","0","0"
"AT1G57070","0","0","0","0","0","0"
"AT1G57080","0","0","0","0","0","0"
"AT1G57090","0","0","0","0","0","0"
"AT1G57100","0","0","0","0","0","0"
"AT1G57110","0","0","0","0","0","0"
"AT1G57120","0","0","0","0","0","0"
"AT1G57130","0","0","0","0","0","0"
"AT1G57140","0","0","0","0","0","0"
"AT1G57150","0","0","0","0","0","0"
"AT1G57160","0","0","0","0","0","0"
"AT1G57170","0","0","0","0","0","0"
"AT1G57180","0","0","0","0","0","0"
"AT1G57190","0","0","0","0","0","0"
"AT1G57200","0","0","0","0","0","0"
"AT1G57210","0","0","0","0","0","0"
"AT1G57220","0","0","0","0","0","0"
"AT1G57230","0","0","0","0","0","0"
"AT1G57240","0","0","0","0","0","0"
"AT1G57250","0","0","0","0","0","0"
"AT1G57260","0","0","0","0","0","0"
"AT1G57270","0","0","0","0","0","0"
"AT1G57280","0","0","0","0","0","0"
"AT1G57290","0","0","0","0","0","0"
"AT1G57300","0","0","0","0","0","0"
"AT1G57310","0","0","0","0","0","0"
"AT1G57320","0","0","0","0","0","0"
"AT1G57330","0","0","0","0","0","0"
"AT1G57340","0","0","0","0","0","0"
"AT1G57350","0","0","0","0","0","0"
"AT1G57360","0","0","0","0","0","0"
"AT1G57370","0","0","0","0","0","0"
"AT1G57380","0","0","0","0","0","0"
"AT1G57390","0","0","0","0","0","0"
"AT1G57400","0","0","0","0","0","0"
"AT1G57410","0","0","0","0","0","0"
"AT1G57420","0","0","0","0","0","0"
"AT1G57430","0","0","0","0","0","0"
"AT1G57440","0","0","0","0","0","0"
"AT1G57450","0","0","0","0","0","0"
"AT1G57460","0","0","0","0","0","0"
"AT1G57470","0","0","0","0","0","0"
"AT1G57480","0","0","0","0","0","0"
"AT1G57490","0","0","0","0","0","0"
"AT1G57500","0","0","0","0","0","0"
"AT1G57510","0","0","0","0","0","0"
"AT1G57520","0","0","0","0","0","0"
"AT1G57530","0","0","0","0","0","0"
"AT1G57540","261","248","189","189","182","165"
"AT1G57550","0","0","0","0","0","0"
"AT1G57560","55","67","66","28","86","62"
"AT1G57565","0","1","1","0","0","0"
"AT1G57570","262","352","507","405","471","507"
"AT1G57580","0","0","0","0","0","0"
"AT1G57590","141","24","31","21","6","0"
"AT1G57600","566","489","488","540","556","514"
"AT1G57610","403","386","461","295","307","278"
"AT1G57613","1","0","0","0","0","0"
"AT1G57620","1159","840","983","746","687","547"
"AT1G57630","2","122","345","12","242","231"
"AT1G57640.1","0","0","6","0","3","3"
"AT1G57650","0","45","58","1","36","30"
"AT1G57660","2110","2264","3392","1659","1991","1607"
"AT1G57670","3","5","7","6","4","3"
"AT1G57680","6242","5742","5990","6530","6748","5369"
"AT1G57690","0","1","3","0","0","1"
"AT1G57700","353","391","612","409","410","354"
"AT1G57710","0","0","0","0","0","0"
"AT1G57720","10167","9343","9559","7206","8072","6254"
"AT1G57730","0","0","0","0","1","0"
"AT1G57740","0","0","0","0","0","0"
"AT1G57750","2","0","3","5","1","1"
"AT1G57760","0","0","0","0","0","0"
"AT1G57765","1118","984","954","1148","996","880"
"AT1G57770","212","225","219","145","134","74"
"AT1G57775","0","0","0","0","0","0"
"AT1G57777","0","0","0","0","0","0"
"AT1G57780","0","0","0","0","0","0"
"AT1G57790","388","283","359","257","285","226"
"AT1G57800","4","3","0","1","1","1"
"AT1G57810.1","0","1","0","0","0","0"
"AT1G57820","454","458","568","533","424","337"
"AT1G57830","0","0","1","0","0","0"
"AT1G57835","4","5","8","0","0","0"
"AT1G57840","1","1","0","0","1","1"
"AT1G57850","0","0","0","0","0","0"
"AT1G57860","943","1103","1308","836","957","861"
"AT1G57870","1240","1117","1188","1322","1322","1101"
"AT1G57906","1","0","0","0","3","2"
"AT1G57943","24","17","19","23","13","11"
"AT1G57980","129","150","168","398","487","584"
"AT1G57990","4620","6730","9353","6989","8678","9015"
"AT1G58007","18","27","34","18","22","15"
"AT1G58010","0","0","0","0","0","0"
"AT1G58020.1","0","0","0","0","0","0"
"AT1G58025","832","809","902","879","933","754"
"AT1G58030","16474","14480","9343","15672","17592","14142"
"AT1G58037","70","22","20","25","10","6"
"AT1G58040.1","0","0","0","0","0","0"
"AT1G58050","1","0","1","0","0","0"
"AT1G58055","0","0","0","0","0","0"
"AT1G58060","1256","1180","1050","1351","1294","996"
"AT1G58070","404","441","359","572","458","465"
"AT1G58080","1807","2123","3059","2198","2287","1919"
"AT1G58090","0","0","0","0","0","0"
"AT1G58100","1507","1513","1730","2228","2027","2088"
"AT1G58110","2111","1560","1289","2021","1628","1245"
"AT1G58120","0","0","0","0","0","0"
"AT1G58122","0","0","0","0","0","0"
"AT1G58130","1","0","0","70","46","87"
"AT1G58140.1","0","0","0","0","0","0"
"AT1G58150","177","182","146","719","616","732"
"AT1G58160","183","159","126","158","152","127"
"AT1G58170","65","72","115","43","78","57"
"AT1G58180","4240","2642","1442","4069","5285","3064"
"AT1G58190","393","525","470","1119","1055","1117"
"AT1G58200","1761","1514","988","1424","1591","1109"
"AT1G58210","222","174","197","159","231","173"
"AT1G58220","1024","951","643","894","884","663"
"AT1G58225","0","1","1","3","0","2"
"AT1G58230","2356","2155","2060","2241","2026","1694"
"AT1G58235","791","882","667","1334","1224","930"
"AT1G58242","0","0","0","0","0","0"
"AT1G58245","0","0","0","0","0","0"
"AT1G58248","0","0","0","0","0","0"
"AT1G58250","3565","3230","3266","3338","3306","2794"
"AT1G58260","0","0","0","1","0","0"
"AT1G58265","0","0","0","0","0","0"
"AT1G58270","8786","6734","5262","5177","5163","4671"
"AT1G58280","206","209","290","139","141","122"
"AT1G58290","4219","4529","4075","4229","5264","3148"
"AT1G58300","2","4","2","579","19","15"
"AT1G58310","2","0","1","0","4","2"
"AT1G58320","62","69","13","43","66","39"
"AT1G58330","4","0","1","0","1","0"
"AT1G58340","151","153","54","157","170","101"
"AT1G58350","1864","1550","1594","1268","1364","963"
"AT1G58360","4352","4271","4366","3521","3365","3357"
"AT1G58370","384","686","449","759","517","621"
"AT1G58380","661","811","1073","732","855","882"
"AT1G58390","0","0","1","7","3","5"
"AT1G58400","591","653","827","749","872","675"
"AT1G58410","529","565","808","450","567","517"
"AT1G58420","29","92","164","45","86","106"
"AT1G58430","0","0","0","0","0","0"
"AT1G58440","2362","2684","2616","2797","2540","2339"
"AT1G58450","0","0","0","0","0","0"
"AT1G58460","3","4","1","4","0","3"
"AT1G58470","131","143","118","129","149","110"
"AT1G58520","869","698","569","608","580","416"
"AT1G58590","140","152","283","164","243","219"
"AT1G58602","890","1418","2258","3289","4397","3455"
"AT1G58561.1","15","39","48","43","122","78"
"AT1G58643","0","0","0","0","0","0"
"AT1G58684","0","0","0","0","0","0"
"AT1G58725","0","0","0","0","0","0"
"AT1G58766","0","0","0","0","0","0"
"AT1G58807","0","0","0","0","0","0"
"AT1G58808","0","0","0","0","0","0"
"AT1G58848","98","61","56","63","82","48"
"AT1G58889.1","2","3","1","1","3","0"
"AT1G58936","0","0","0","0","0","0"
"AT1G58983","0","0","0","0","0","0"
"AT1G59030","0","0","0","0","0","0"
"AT1G59077","0","0","0","0","0","0"
"AT1G59124","0","0","0","0","0","0"
"AT1G59171","1","0","1","52","15","21"
"AT1G59218","0","0","0","0","3","2"
"AT1G59265.1","3","4","2","0","3","0"
"AT1G59312","0","0","0","0","0","0"
"AT1G59359","0","0","0","0","0","0"
"AT1G59406","0","0","0","0","0","0"
"AT1G59453","0","0","0","0","0","0"
"AT1G59500","0","0","1","0","0","0"
"AT1G59510","91","80","77","69","70","55"
"AT1G59520","1325","1241","1060","1280","1326","1049"
"AT1G59530","2","2","2","0","0","0"
"AT1G59535","0","0","0","0","0","0"
"AT1G59540","127","193","246","232","184","138"
"AT1G59550","0","0","0","0","0","0"
"AT1G59560","124","144","175","151","171","129"
"AT1G59570","0","0","0","0","0","0"
"AT1G59580","2466","2270","2362","3136","3293","2924"
"AT1G59590","639","972","1070","1463","1856","1901"
"AT1G59600","348","293","398","304","337","258"
"AT1G59610","4597","4518","4072","4811","4623","3815"
"AT1G59620","311","294","355","514","517","440"
"AT1G59630","0","0","0","0","0","0"
"AT1G59640","274","162","175","112","128","84"
"AT1G59650","1247","1141","1286","1227","1305","1048"
"AT1G59660","270","328","298","278","368","365"
"AT1G59670","1","0","0","1","0","0"
"AT1G59675","0","0","0","0","0","0"
"AT1G59680","0","0","0","0","0","0"
"AT1G59690","0","0","0","0","0","0"
"AT1G59700","543","406","260","368","479","325"
"AT1G59710","1063","1063","1114","1263","1233","1160"
"AT1G59720","123","139","104","64","91","49"
"AT1G59722","0","0","0","0","0","0"
"AT1G59725","9","14","16","1","1","1"
"AT1G59730","27","22","14","15","15","9"
"AT1G59740","50","72","163","67","133","131"
"AT1G59750","3364","3038","2974","2762","3172","2348"
"AT1G59760","1448","1416","1323","1348","1328","994"
"AT1G59770.1","0","0","0","0","0","0"
"AT1G59780","137","135","240","587","527","652"
"AT1G59790","1","0","0","2","0","1"
"AT1G59800","0","0","0","2","0","0"
"AT1G59810","0","0","0","0","0","0"
"AT1G59820","1939","1994","2087","2378","2372","2074"
"AT1G59830","2568","2171","1770","2099","2169","1662"
"AT1G59833","0","0","0","0","0","0"
"AT1G59835","0","0","0","0","0","0"
"AT1G59840","429","358","320","146","220","126"
"AT1G59850","92","156","89","34","81","39"
"AT1G59860","46","56","105","40","122","150"
"AT1G59865","2","43","87","3","21","25"
"AT1G59870","18117","38279","56267","48469","53410","56904"
"AT1G59880","0","0","0","0","0","0"
"AT1G59885","0","0","0","0","0","1"
"AT1G59890","2159","1751","1712","1629","1603","1170"
"AT1G59900","10828","9095","5934","8936","8985","6687"
"AT1G59910","1108","1403","1638","1769","1903","1737"
"AT1G59920","1","0","0","0","0","0"
"AT1G59930","0","0","0","0","0","0"
"AT1G59940","385","137","182","151","98","113"
"AT1G59950","0","0","3","0","0","0"
"AT1G59960","367","572","1150","478","460","476"
"AT1G59970","600","640","742","747","734","618"
"AT1G59980","759","511","513","472","495","291"
"AT1G59990","234","313","607","252","318","283"
"AT1G60000","1043","1048","959","709","932","508"
"AT1G60010","4783","3696","4315","3638","4400","3440"
"AT1G60020.1","1","5","12","4","18","14"
"AT1G60025","0","0","0","0","0","0"
"AT1G60030","114","186","299","163","200","192"
"AT1G60040","0","0","0","0","1","0"
"AT1G60050","203","97","64","12","3","4"
"AT1G60060","2410","1582","1337","788","948","712"
"AT1G60070","4386","3602","3669","3569","3272","2532"
"AT1G60072","0","0","0","0","0","0"
"AT1G60073","0","0","0","0","0","0"
"AT1G60075","0","1","0","0","0","0"
"AT1G60080","144","169","235","125","217","190"
"AT1G60090","116","64","245","16","29","46"
"AT1G60095","92","278","458","4680","4743","6363"
"AT1G60110","42","45","178","439","268","330"
"AT1G60120.1","0","1","0","0","0","1"
"AT1G60130","36","96","204","428","613","720"
"AT1G60140","7609","7358","6079","10783","10870","9079"
"AT1G60150.1","0","1","0","0","0","0"
"AT1G60160","2198","1717","1204","1125","1477","828"
"AT1G60170","2941","2852","2381","2412","2920","2286"
"AT1G60180","0","0","0","0","0","1"
"AT1G60190","330","422","153","316","318","312"
"AT1G60200","6447","6136","4923","4806","7246","4194"
"AT1G60220","1276","1274","1315","1166","1285","1023"
"AT1G60230","411","376","457","268","308","229"
"AT1G60240","0","0","0","0","0","0"
"AT1G60250","0","0","0","0","0","0"
"AT1G60260","70","50","90","27","56","51"
"AT1G60270","15","40","44","52","40","41"
"AT1G60280","0","0","0","0","0","0"
"AT1G60290","0","0","0","0","0","0"
"AT1G60300","0","0","0","0","0","0"
"AT1G60310.1","0","0","0","0","0","0"
"AT1G60320","0","0","0","0","0","0"
"AT1G60330","0","0","0","0","0","0"
"AT1G60340","0","0","0","0","1","0"
"AT1G60350","1","3","2","2","0","0"
"AT1G60360","35","77","61","44","31","27"
"AT1G60370","0","0","0","0","0","0"
"AT1G60380","0","0","0","0","0","0"
"AT1G60390","273","319","431","340","323","272"
"AT1G60400","0","0","0","0","0","0"
"AT1G60410","0","0","1","0","0","0"
"AT1G60420","2360","2703","2635","4360","4459","4692"
"AT1G60430","865","742","653","736","807","599"
"AT1G60440","1461","1369","1744","1720","2038","1471"
"AT1G60450","55","68","174","35","79","99"
"AT1G60460","35","28","48","27","29","19"
"AT1G60470","0","0","0","1","1","2"
"AT1G60480","0","0","0","0","0","0"
"AT1G60490","2112","2262","2078","2780","2822","2350"
"AT1G60500","0","7","15","0","10","10"
"AT1G60505","28","19","22","22","17","16"
"AT1G60510","1","2","3","2","5","4"
"AT1G60520","1","0","8","1","2","1"
"AT1G60525","78","68","77","36","78","50"
"AT1G60530","0","0","0","0","0","0"
"AT1G60540","0","0","0","0","0","0"
"AT1G60545","18","14","27","17","18","16"
"AT1G60550","3133","2618","1502","1321","1404","720"
"AT1G60560","306","280","305","285","282","257"
"AT1G60570","0","0","0","0","0","0"
"AT1G60580","0","0","0","1","0","0"
"AT1G60590","32","20","27","2","14","13"
"AT1G60600","671","604","722","300","374","208"
"AT1G60610","1452","1364","1527","948","1310","1058"
"AT1G60620","154","199","270","229","268","235"
"AT1G60625","0","0","0","0","0","0"
"AT1G60630","154","193","316","124","127","95"
"AT1G60640","335","412","840","386","661","524"
"AT1G60650","341","425","456","479","558","462"
"AT1G60660","349","317","496","380","368","311"
"AT1G60670","483","483","501","602","585","492"
"AT1G60680","540","692","838","1059","743","805"
"AT1G60690","284","230","236","195","168","127"
"AT1G60700","183","132","155","103","102","67"
"AT1G60710","5492","6078","8761","5067","4997","4585"
"AT1G60720","0","0","2","1","2","1"
"AT1G60730","1258","3290","7225","2942","4094","4787"
"AT1G60740","82","163","213","266","172","149"
"AT1G60750","153","360","443","118","374","465"
"AT1G60760","0","1","0","1","1","4"
"AT1G60770","466","542","664","473","525","435"
"AT1G60780","5485","4683","5359","4747","4446","3610"
"AT1G60783","1","0","3","2","1","1"
"AT1G60790","1065","823","895","643","574","417"
"AT1G60800","2847","2549","2057","2168","2301","1594"
"AT1G60810","2597","1926","1666","1918","1486","1083"
"AT1G60815","0","0","0","0","0","0"
"AT1G60820","0","0","0","0","0","0"
"AT1G60830","1","3","0","10","2","3"
"AT1G60835","0","0","0","0","0","0"
"AT1G60840","0","0","0","0","0","0"
"AT1G60850","182","253","402","238","332","336"
"AT1G60860","833","677","853","492","662","397"
"AT1G60870","2355","1721","1467","1422","1784","1213"
"AT1G60880","0","0","0","0","1","0"
"AT1G60890","665","437","592","730","474","459"
"AT1G60900","2647","2626","2488","2391","3347","2203"
"AT1G60910","0","0","0","0","0","0"
"AT1G60913","0","0","0","0","0","0"
"AT1G60920","4","1","2","0","2","0"
"AT1G60930","158","193","227","236","239","185"
"AT1G60940","3194","3441","2666","4015","4347","4044"
"AT1G60950","7023","8296","6704","4956","6278","3120"
"AT1G60960","1924","2097","1077","2533","2417","2186"
"AT1G60970","21","29","25","26","24","29"
"AT1G60980","0","0","1","0","1","0"
"AT1G60983","0","0","0","0","0","0"
"AT1G60985","0","0","0","0","0","0"
"AT1G60986","0","0","0","0","0","0"
"AT1G60987","0","0","0","0","0","0"
"AT1G60990","828","756","684","522","610","396"
"AT1G60989","401","582","444","780","755","675"
"AT1G60995","1431","1393","1446","1483","1476","1298"
"AT1G61000","170","185","175","161","149","145"
"AT1G61010","1138","1120","987","1120","1195","912"
"AT1G61020","0","0","0","0","0","0"
"AT1G61030","732","663","646","711","744","596"
"AT1G61040","1458","1423","1358","1672","1692","1427"
"AT1G61050","262","355","432","502","589","590"
"AT1G61060","0","0","0","0","0","0"
"AT1G61065","115","108","92","96","120","88"
"AT1G61070","0","0","0","0","0","0"
"AT1G61080","68","112","62","85","69","47"
"AT1G61090","0","0","0","0","0","0"
"AT1G61093","0","0","0","0","0","0"
"AT1G61095","0","0","0","0","0","0"
"AT1G61097","0","0","0","0","0","0"
"AT1G61100","6380","5770","5828","6253","6199","4939"
"AT1G61105","0","0","0","0","0","0"
"AT1G61110","10","2","6","2","2","4"
"AT1G61120","0","0","3","4","18","39"
"AT1G61130","30","60","81","14","7","12"
"AT1G61140","1241","1510","1669","2082","2196","2014"
"AT1G61150","1917","1805","2038","1765","1900","1537"
"AT1G61160","81","90","86","195","228","210"
"AT1G61165","4","8","4","3","6","6"
"AT1G61170","847","649","503","609","562","463"
"AT1G61180","1644","1598","1479","1846","1899","1634"
"AT1G61190","172","185","191","113","189","116"
"AT1G61200","0","0","0","1","0","1"
"AT1G61210","1487","1514","1495","1871","1772","1498"
"AT1G61215","121","137","182","166","192","138"
"AT1G61224","1","0","0","0","1","1"
"AT1G61226","1","0","2","0","0","0"
"AT1G61230","16","12","12","20","5","4"
"AT1G61240","729","780","809","573","505","378"
"AT1G61250","3580","4417","4995","5343","6075","5972"
"AT1G61255","392","824","2037","441","553","602"
"AT1G61260","590","943","1495","1053","998","948"
"AT1G61270","10","11","17","14","13","8"
"AT1G61275","8","15","16","7","11","11"
"AT1G61280","84","63","107","48","66","48"
"AT1G61290","6","5","5","4","3","2"
"AT1G61300","1","7","2","4","4","2"
"AT1G61310","408","289","358","310","325","293"
"AT1G61320","0","2","4","1","1","0"
"AT1G61330","0","0","0","0","0","0"
"AT1G61340","59","173","268","72","150","147"
"AT1G61350","1155","884","963","836","938","704"
"AT1G61353","0","0","0","0","0","0"
"AT1G61360","533","2167","3595","1560","2621","3184"
"AT1G61370","264","513","676","678","827","875"
"AT1G61380","378","497","633","459","488","372"
"AT1G61390","11","29","28","8","11","8"
"AT1G61400","35","42","72","46","75","74"
"AT1G61410","19","22","27","15","17","15"
"AT1G61415","3","6","10","3","3","1"
